Year,Month,Transport Mode,Crime Volume,Rate
2022,2,London Tramlink,11.0,7.9
2022,2,London Underground / Docklands Light Railway,1046.0,21.8
2022,2,TFL Rail,38.0,11.0
2022,3,Bus,1505.0,9.9
2022,3,London Overground,136.0,11.1
2022,3,London Tramlink,18.0,8.8
2022,3,London Underground / Docklands Light Railway,1266.0,26.5
2022,3,TFL Rail,60.0,14.1
2022,4,Bus,1298.0,9.6
2022,4,London Overground,105.0,8.8
2022,4,London Tramlink,10.0,6.3
2022,4,London Underground / Docklands Light Railway,1120.0,23.1
2022,4,TFL Rail,67.0,16.2
2022,5,Bus,1513.0,9.9
2022,5,London Overground,127.0,9.0
2022,5,London Tramlink,27.0,13.8
2022,5,London Underground / Docklands Light Railway,1318.0,26.5
2022,5,TFL Rail,86.0,12.8
2022,6,Bus,1554.0,10.3
2022,6,London Overground,147.0,11.8
2022,6,London Tramlink,20.0,11.1
2022,6,London Underground / Docklands Light Railway,1279.0,24.8
2022,6,TFL Rail,87.0,8.6
2022,7,Bus,1305.0,8.9
2022,7,London Overground,136.0,10.4
2022,7,London Tramlink,22.0,13.1
2022,7,London Underground / Docklands Light Railway,1209.0,21.299999999999997
2022,7,TFL Rail,90.0,8.4
2022,8,Bus,1349.0,10.1
2022,8,London Overground,152.0,12.8
2022,8,London Tramlink,21.0,13.8
2022,8,London Underground / Docklands Light Railway,1395.0,25.700000000000003
2022,8,TFL Rail,95.0,8.8
2022,9,Bus,1467.0,9.6
2022,9,London Overground,101.0,7.1
2022,9,London Tramlink,13.0,7.1
2022,9,London Underground / Docklands Light Railway,987.0,17.1
2022,9,TFL Rail,79.0,6.6
2022,10,Bus,1570.0,10.0
2022,10,London Overground,125.0,9.1
2022,10,London Tramlink,14.0,7.9
2022,10,London Underground / Docklands Light Railway,1558.0,23.5
2022,10,TFL Rail,109.0,9.4
2022,11,Bus,1669.0,10.6
2022,11,London Overground,160.0,10.7
2022,11,London Tramlink,37.0,20.6
2022,11,London Underground / Docklands Light Railway,1823.0,30.200000000000003
2022,11,TFL Rail,139.0,8.5
2022,12,Bus,1396.0,10.1
2022,12,London Overground,128.0,12.2
2022,12,London Tramlink,33.0,21.6
2022,12,London Underground / Docklands Light Railway,1628.0,28.5
2022,12,TFL Rail,142.0,9.5
2023,1,Bus,1523.0,10.2
2023,1,London Overground,123.0,9.2
2023,1,London Tramlink,41.0,22.6
2023,1,London Underground / Docklands Light Railway,1754.0,27.8
2023,1,TFL Rail,108.0,6.9
2023,2,Bus,1436.0,10.2
2023,2,London Overground,135.0,10.7
2023,2,London Tramlink,24.0,14.3
2023,2,London Underground / Docklands Light Railway,1763.0,29.4
2023,2,TFL Rail,130.0,8.2
2023,3,Bus,1729.0,13.2
2023,3,London Overground,171.0,14.5
2023,3,London Tramlink,28.0,18.5
2023,3,London Underground / Docklands Light Railway,2002.0,36.9
2023,3,TFL Rail,128.0,9.6
2023,4,Bus,1672.0,11.5
2023,4,London Overground,147.0,10.4
2023,4,London Tramlink,28.0,18.9
2023,4,London Underground / Docklands Light Railway,1810.0,26.3
2023,4,TFL Rail,109.0,7.5
2023,5,Bus,1584.0,9.9
2023,5,London Overground,161.0,10.4
2023,5,London Tramlink,25.0,13.8
2023,5,London Underground / Docklands Light Railway,2009.0,28.4
2023,5,TFL Rail,160.0,9.6
2023,6,Bus,1618.0,10.0
2023,6,London Overground,167.0,10.4
2023,6,London Tramlink,18.0,9.7
2023,6,London Underground / Docklands Light Railway,1871.0,28.799999999999997
2023,6,TFL Rail,130.0,7.4
2023,7,Bus,1373.0,8.8
2023,7,London Overground,155.0,10.5
2023,7,London Tramlink,28.0,16.2
2023,7,London Underground / Docklands Light Railway,2030.0,30.599999999999998
2023,7,TFL Rail,167.0,9.4
2023,8,Bus,1178.0,8.2
2023,8,London Overground,170.0,12.1
2023,8,London Tramlink,22.0,13.8
2023,8,London Underground / Docklands Light Railway,1800.0,26.5
2023,8,TFL Rail,162.0,9.4
2023,9,Bus,1551.0,9.5
2023,9,London Overground,146.0,9.2
2023,9,London Tramlink,33.0,18.6
2023,9,London Underground / Docklands Light Railway,1748.0,25.799999999999997
2023,9,TFL Rail,186.0,10.4
2023,10,Bus,1739.0,10.7
2023,10,London Overground,198.0,12.0
2023,10,London Tramlink,28.0,18.4
2023,10,London Underground / Docklands Light Railway,1998.0,26.1
2023,10,TFL Rail,190.0,10.0
2023,11,Bus,1764.0,10.9
2023,11,London Overground,211.0,12.9
2023,11,London Tramlink,21.0,11.7
2023,11,London Underground / Docklands Light Railway,2400.0,30.7
2023,11,TFL Rail,195.0,10.2
2023,12,Bus,1702.0,11.5
2023,12,London Overground,163.0,11.8
2023,12,London Tramlink,16.0,9.6
2023,12,London Underground / Docklands Light Railway,2273.0,30.8
2023,12,TFL Rail,187.0,10.8
2024,1,Bus,1565.0,10.3
2024,1,London Overground,162.0,11.3
2024,1,London Tramlink,25.0,14.1
2024,1,London Underground / Docklands Light Railway,2040.0,31.2
2024,1,TFL Rail,163.0,9.5
2024,2,Bus,1504.0,10.0
2024,2,London Overground,149.0,10.0
2024,2,London Tramlink,15.0,12.0
2024,2,London Underground / Docklands Light Railway,2301.0,31.299999999999997
2024,2,TFL Rail,171.0,9.9
2024,3,Bus,1520.0,9.3
2024,3,London Overground,172.0,11.4
2024,3,London Tramlink,10.0,5.9
2024,3,London Underground / Docklands Light Railway,2184.0,28.700000000000003
2024,3,TFL Rail,194.0,10.6
